hash,author,date,description
ac9620e,Stanislav Khotinok,Fri May 26 13:26:56 2017 +0200,Added description of NB_GID to README.md files
00591d8,Stanislav Khotinok,Thu May 18 16:29:51 2017 +0200,Removed empty spaces
77ea89d,Stanislav Khotinok,Thu May 18 16:06:15 2017 +0200,Added possibility to change GID of the NB_USER if NB_GID
f67f974,Min RK,Mon May 15 09:29:38 2017 +0200,install Julia packages in /opt/julia
bb222f4,Peter Parente,Tue May 16 13:54:43 2017 -0400,Merge pull request #375 from minrk/system-wide
1e3aa15,Peter Parente,Tue May 16 13:54:28 2017 -0400,Merge pull request #383 from minrk/override-port
c4a0029,Min RK,Mon May 15 11:56:17 2017 +0200,singleuser: allow overriding port with JPY_PORT
cfddc5a,Peter Parente,Fri May 12 12:12:43 2017 -0400,Merge pull request #380 from jbn/master
86ee445,Peter Parente,Fri May 12 12:09:30 2017 -0400,Merge pull request #378 from seth-priya/master
4594cb2,John B Nelson,Thu May 11 10:20:56 2017 -0700,Add fonts-liberation requirementfix #372
976994a,Priya Seth,Thu May 11 13:01:01 2017 -0400,Updates to the ppc64le Dockerfile and patch file
9d96a0b,Priya Seth,Thu May 11 12:49:25 2017 -0400,Update ppc64le Dockerfile and regenerate patch file
fdc5f4d,Priya Seth,Tue May 9 06:11:12 2017 -0400,Updated patch file to build base-notebook Dockerfile on ppc64le
b82162e,Min RK,Thu May 4 14:36:12 2017 +0200,make /etc/jupyter jovyan-owned
c6e5e28,Min RK,Tue May 2 13:26:21 2017 +0200,reduce files in home directory
599db13,Peter Parente,Sun Apr 30 22:59:51 2017 -0400,Merge pull request #374 from naveenkumarmarri/master
3431d0c,Vishu Dontham,Sun Apr 30 20:22:18 2017 +0530,changes for accomomdating lmodern
ef9ef70,Peter Parente,Sat Apr 29 21:05:06 2017 -0400,Merge pull request #373 from naveenkumarmarri/master
c49a3cf,Vishu Dontham,Sun Apr 30 02:58:53 2017 +0530,changed the version of mesos to avoid backward compatibility issue
eada270,Peter Parente,Sat Apr 22 14:15:10 2017 -0400,Clean up known issues in README
02672dc,Peter Parente,Sat Apr 22 13:23:27 2017 -0400,Fix notebook version documented in READMEs
eb70bcf,Min RK,Wed Apr 5 11:04:36 2017 +0200,Merge pull request #366 from parente/update-notebook-5.0
9e32052,Peter Parente,Tue Apr 4 22:20:17 2017 -0400,Bump to notebook 5.0jupyterlab 0.18
f23b8f9,Peter Parente,Sat Apr 1 22:51:43 2017 -0400,Merge pull request #365 from natbusa/patch-1
3bf772d,Natalino Busa,Sun Apr 2 00:48:55 2017 +0200,bumped spark version in the readme to 2.1.0
c33a7dc,Peter Parente,Fri Mar 17 14:17:10 2017 -0400,Merge pull request #355 from minrk/jupyterlab
9e056d6,Min RK,Thu Mar 16 20:21:30 2017 +0100,Merge pull request #354 from dleehr/master
508bbca,Min RK,Mon Mar 13 15:00:12 2017 +0100,add jupyterlab 0.17 to minimal-notebook
f896eb1,Dan Leehr,Thu Mar 16 10:14:43 2017 -0400,Adds texlive-xetex package
6383877,Peter Parente,Wed Mar 15 15:39:28 2017 -0400,Merge pull request #352 from rudolfkral/patch-1
1503e39,Rudolf Kral,Wed Mar 15 17:51:03 2017 +0100,Bump Py4J to 0.10.4
07292b8,Peter Parente,Tue Mar 14 13:04:43 2017 -0400,Merge pull request #350 from basnijholt/master
3f9e3b6,Bas Nijholt,Mon Mar 13 15:41:53 2017 +0100,Revert "Bump conda to 4.3.11"
7e78c85,Bas Nijholt,Mon Mar 13 14:33:31 2017 +0100,Bump matplotlib to 2.0
906c311,Bas Nijholt,Mon Mar 13 14:12:53 2017 +0100,Bump tensorflow to 1.0
71d8ceb,Bas Nijholt,Mon Mar 13 14:09:26 2017 +0100,Bumpy Python 2.7 packages too
534fd4a,Bas Nijholt,Mon Mar 13 13:49:42 2017 +0100,Bump statsmodels to 0.8*
b3288b4,Bas Nijholt,Mon Mar 13 13:47:04 2017 +0100,Bump versions for Python 3.6
65fe832,Bas Nijholt,Mon Mar 13 11:53:43 2017 +0100,Bump notebook to 4.4
1ed4a9b,Bas Nijholt,Mon Mar 13 11:49:54 2017 +0100,Install patched jupyterhub 0.7.*
ce2310f,Bas Nijholt,Mon Mar 13 11:43:47 2017 +0100,Bump conda to 4.3.11
d62eb8c,Min RK,Mon Mar 13 05:48:19 2017 -0700,Merge pull request #349 from parente/bump-spylon-kernel
87ca3de,Peter Parente,Thu Mar 9 08:51:40 2017 -0500,Fix #345: Bump to Spark 2.1.0
6885115,Peter Parente,Wed Mar 8 22:40:34 2017 -0500,Bump spylon-kernel to 0.2.*
72cca2a,Peter Parente,Fri Mar 3 21:54:29 2017 -0500,Merge pull request #347 from jupyter/fix-342-newer-jessie
12dfd97,Peter Parente,Tue Feb 28 21:27:18 2017 -0600,Fix #342: Update debian:jessie base image
387f29b,Peter Parente,Sun Feb 19 19:21:37 2017 -0500,Merge pull request #344 from ramhiser/add-r-tidyverse
fd7a494,John Ramey,Sun Feb 19 17:31:24 2017 -0600,Added the R tidyverse to datascience-notebook
e8ee644,John Ramey,Sun Feb 19 17:30:29 2017 -0600,Added Hadley Wickham's tidyverse to r-notebook
a090558,Peter Parente,Wed Feb 8 23:05:43 2017 -0500,Merge pull request #341 from parente/fix-openjdk-install
fde30f6,Peter Parente,Tue Feb 7 22:56:31 2017 -0600,Fix #340: Failing openjdk install
24991d0,Peter Parente,Mon Feb 6 20:42:11 2017 -0500,Merge pull request #339 from aculich/patch-1
619f3a9,Aaron Culich,Mon Feb 6 15:18:14 2017 -0800,fix typo in making a new stack
eef4285,Min RK,Mon Jan 30 22:49:41 2017 +0100,Merge pull request #335 from jupyter/jhub-version
5b2f713,Peter Parente,Sun Jan 29 18:52:04 2017 -0500,Update JHub compatibility note
886d31b,Carol Willing,Sun Jan 29 06:16:12 2017 -0800,Merge pull request #333 from dportabella/master
f79d457,David Portabella,Fri Jan 27 22:30:38 2017 +0100,README.md: added link on how to create the custom password hashed
228ae7a,Peter Parente,Fri Jan 20 07:05:53 2017 -0500,Merge pull request #329 from jvalhondo/patch-1
0e717a6,Jorge Valhondo Rama,Tue Jan 17 12:41:13 2017 +0100,update scikit-learn to latest release (v0.18*)
fcf5ef4,Peter Parente,Fri Jan 13 07:51:31 2017 -0500,[ci skip] Missing the word "example" in issue tmpl
fa77fe9,Peter Parente,Thu Jan 12 13:13:51 2017 -0500,Merge pull request #324 from parente/r-3.3.2
0ceed12,Kyle Kelley,Mon Jan 9 17:35:39 2017 -0600,Merge pull request #328 from mariusvniekerk/spylon-kernel
a58c3d7,Marius van Niekerk,Mon Jan 9 14:48:58 2017 -0500,Version bump some more
21e8d80,Marius van Niekerk,Mon Jan 9 12:49:56 2017 -0500,Version bump
8785f8b,Marius van Niekerk,Mon Jan 9 11:44:18 2017 -0500,Pin spylon-kernel version
86d3128,Kyle Kelley,Sat Jan 7 09:34:06 2017 -0600,Merge pull request #327 from mariusvniekerk/spylon-kernel
e268ad0,mariusvniekerk,Fri Jan 6 16:42:42 2017 -0800,Add spylon-kernel to all-spark
23bf2d3,Min RK,Wed Jan 4 10:06:47 2017 +0100,Merge pull request #326 from parente/issue-template
4723da5,Peter Parente,Tue Jan 3 22:42:40 2017 -0500,[ci skip] Redundancy fixesmore about expectations
bfbeafd,Peter Parente,Tue Jan 3 22:34:55 2017 -0500,[ci skip] Add issue template
012b408,Peter Parente,Mon Jan 2 23:11:30 2017 -0500,Upgrade to r-base 3.3.2
6018daa,Min RK,Mon Jan 2 11:44:22 2017 +0100,Merge pull request #322 from parente/base-image-updates
19fe00c,Peter Parente,Sat Dec 31 23:27:52 2016 -0500,debianminicondanotebook versionoption updates
b17be62,Peter Parente,Sat Dec 31 16:21:01 2016 -0500,Merge pull request #320 from parente/fix-315-toree-sys-prefix
fff9060,Peter Parente,Sat Dec 31 15:24:30 2016 -0500,Install Toree to conda env instead of user home
6399d2f,Peter Parente,Sat Dec 10 17:00:10 2016 -0500,Merge pull request #312 from skumagai/tf-0.11.0
2410ad5,Peter Parente,Sat Dec 10 15:54:56 2016 -0500,Merge pull request #263 from parente/upgrade-spark-2.0
0dcccdd,Peter Parente,Sat Dec 10 13:44:08 2016 -0500,Ignore generated orig files
f4d6934,Peter Parente,Sat Dec 10 13:43:50 2016 -0500,Add note about spark web ui port
6b56894,Peter Parente,Sun Dec 4 16:47:07 2016 -0500,Doc updates for Spark 2
0afcc8d,Peter Parente,Sun Dec 4 16:46:48 2016 -0500,Activate python2 conda environment in kernelspec
52bce8f,Peter Parente,Sun Dec 4 14:45:11 2016 -0500,Use Apache Toree 0.2.0dev1 for Spark 2.0.2
1339b51,Peter Parente,Wed Aug 17 16:16:29 2016 -0500,Upgrade Spark to 2.0
4c36387,Min RK,Fri Dec 9 14:34:42 2016 +0100,Merge pull request #305 from betamaniac/master_ppc64le
79bad3a,Seiji Kumagai,Thu Dec 8 22:08:00 2016 +0100,TensorFlow 0.11.0
38ae459,Ilsiyar Gaynutdinov,Thu Dec 8 20:35:15 2016 +0300,changed License to modified BSD
c269549,Ilsiyar Gaynutdinov,Wed Dec 7 22:42:20 2016 +0300,adding a patch file to make Dockerfile.ppc64le more maintainable and updating the Makefile to make use of the patch file
18e5563,Peter Parente,Mon Dec 5 23:07:47 2016 -0500,Merge pull request #310 from minrk/hub-7
43227e8,Min RK,Mon Dec 5 10:59:47 2016 +0100,JupyterHub 0.7
bde52ed,Peter Parente,Wed Nov 30 00:29:17 2016 -0500,Merge pull request #307 from slarson/master
a310617,EC2 Default User,Wed Nov 30 03:17:17 2016 +0000,removing minor versions from beautifulsoup and vincent
7782716,Stephen Larson,Tue Nov 29 18:07:31 2016 -0500,removing pip (use conda install instead)
be720a8,EC2 Default User,Tue Nov 29 22:42:08 2016 +0000,modify readme
6c964cf,EC2 Default User,Tue Nov 29 21:53:26 2016 +0000,merge
ab4ef25,EC2 Default User,Tue Nov 29 21:52:07 2016 +0000,add xlrd & pip
97b59fc,Stephen Larson,Tue Nov 29 16:08:18 2016 -0500,Update README.md
0d262a7,Stephen Larson,Tue Nov 29 16:00:57 2016 -0500,fix beautifulsoup
10a0d53,Stephen Larson,Tue Nov 29 15:30:55 2016 -0500,add vincent and BeautifulSoup
d55d595,Ilsiyar Gaynutdinov,Wed Nov 23 16:32:42 2016 +0300,updated copyright info
2dad0f2,Ilsiyar Gaynutdinov,Wed Nov 23 15:41:01 2016 +0300,version for power ppc64le
c411f52,Peter Parente,Thu Nov 17 22:04:44 2016 -0500,Merge pull request #302 from alanhdu/master
4c3db22,Alan Du,Thu Nov 17 15:57:17 2016 +0000,Precompile Julia packages
77669a9,Alan Du,Thu Nov 17 15:46:33 2016 +0000,Fix Julia DL_LOAD_PATH
8974dbb,Alan Du,Thu Nov 17 15:45:55 2016 +0000,Upgrade Julia to v0.5
9d0dd7c,Peter Parente,Tue Nov 15 08:42:42 2016 -0500,Merge pull request #300 from thewtex/microbadger
3f86381,Matt McCormick,Sun Nov 13 23:06:40 2016 -0500,Add badges with image size and layers
6939ea1,Peter Parente,Fri Oct 21 23:06:50 2016 -0400,Merge pull request #296 from parente/fix-mkl-openblas-mixing
44b7637,Peter Parente,Wed Oct 19 21:55:02 2016 -0500,Don't mix mkl and open_blas packages
23dbbeb,Peter Parente,Wed Oct 12 21:52:39 2016 -0400,Merge pull request #291 from ljishen/master
1c812e5,Peter Parente,Wed Oct 12 08:45:10 2016 -0400,Merge pull request #294 from parente/fix-nbuid-regression
d762cb9,Peter Parente,Tue Oct 11 21:30:02 2016 -0500,Update to IRKernel 0.7
3e0eb81,Peter Parente,Tue Oct 11 21:29:15 2016 -0500,Fix #269NB_UID regression
0a6620e,Peter Parente,Sun Oct 9 18:12:47 2016 -0400,Merge pull request #293 from adamchainz/readthedocs.io
c28742a,Adam Chainz,Sun Oct 9 22:20:48 2016 +0100,Convert readthedocs links for their .org -> .io migration for hosted projects
86b3406,Jianshen Liu,Wed Oct 5 21:11:42 2016 -0700,Update pandas to version 0.19*
28515ed,Peter Parente,Wed Sep 28 15:25:43 2016 -0400,Merge pull request #290 from minrk/cdn
34f2a35,Peter Parente,Wed Sep 28 15:25:30 2016 -0400,Merge pull request #289 from danielballan/mpl-fc-list
b15bf71,danielballan,Wed Sep 28 09:39:53 2016 -0400,Use Agg during fc-list build to avoid qt-related issues.
145ad1c,Min RK,Wed Sep 28 16:17:44 2016 +0200,use cdn for debian
2fee6f0,danielballan,Mon Sep 26 09:22:18 2016 -0400,ENV_NAME -> python2
f063acc,danielballan,Mon Sep 26 09:05:18 2016 -0400,Build matplotlib font cache during docker build.
d0b2d15,Kyle Kelley,Wed Sep 21 21:47:19 2016 -0500,Merge pull request #286 from parente/update-ipywidgets
f31c2c3,Peter Parente,Wed Sep 21 20:38:41 2016 -0500,Update ipywidgets to 5.2
54552d3,Peter Parente,Wed Sep 14 07:10:15 2016 -0400,Merge pull request #278 from parente/fix-r-plotting-again
0d47f10,Peter Parente,Fri Sep 9 23:37:59 2016 -0400,Workaround for R plotting regression
749017d,Peter Parente,Thu Sep 8 20:05:07 2016 -0400,Merge pull request #275 from okoethibm/master
7e5d8bf,Peter Parente,Thu Sep 8 20:04:58 2016 -0400,Merge pull request #274 from poplav/bump_r_stuff
8daeeb2,Oliver Köth,Wed Sep 7 16:54:58 2016 +0200,avoid creation of intermediate shell in start-notebook.sh
4097969,Michael Poplavski,Tue Sep 6 14:28:27 2016 -0500,Adds crayon to the r notebook image
be04e27,Peter Parente,Fri Aug 26 07:36:38 2016 -0400,Merge pull request #267 from waitingkuo/tensorflow
6b45fea,Wei-Ting Kuo,Fri Aug 26 10:58:05 2016 +0800,add tensorflow-notebook in the diagram
98f275e,Peter Parente,Thu Aug 25 20:41:25 2016 -0400,Merge pull request #266 from waitingkuo/tensorflow
50eaf1e,Wei-Ting Kuo,Wed Aug 24 21:01:47 2016 +0800,fix tab issue
f16e332,Wei-Ting Kuo,Wed Aug 24 20:34:24 2016 +0800,add tensorflow-notebook in Makefile
2d39a89,Wei-Ting Kuo,Wed Aug 24 20:25:25 2016 +0800,update README.md
48faabc,Wei-Ting Kuo,Wed Aug 24 20:24:48 2016 +0800,fix Dockerfile for better consistency
42d7ce2,Wei-Ting Kuo,Wed Aug 24 19:27:24 2016 +0800,add tensorflow book
8ee3ea7,Peter Parente,Sat Aug 13 20:38:25 2016 -0400,Merge pull request #260 from jakirkham/update_tini
c102937,John Kirkham,Fri Aug 12 23:21:41 2016 -0400,base-notebook: Update `tini` to `v0.10.0`.
69a5c1a,Peter Parente,Thu Aug 11 22:59:30 2016 -0400,Merge pull request #258 from parente/generic-start
7001472,Peter Parente,Thu Aug 11 22:02:11 2016 -0400,Merge pull request #259 from tylere/master
c3f7a27,Peter Parente,Wed Aug 10 22:44:25 2016 -0400,Fix exit status on test failure
10ebacd,Peter Parente,Wed Aug 10 22:44:12 2016 -0400,Fix start command
be39a0a,Tyler Erickson,Wed Aug 10 13:50:31 2016 -0700,Updated h5py conda package to version 2.6*
1b2faae,Tyler Erickson,Wed Aug 10 13:17:31 2016 -0700,Upgrade the hdf5 conda package to 1.8.17
54838ed,Peter Parente,Tue Aug 9 20:36:19 2016 -0400,Merge pull request #257 from jakirkham/disable_conda_auto_update
30d37c0,Peter Parente,Tue Aug 9 16:35:04 2016 -0400,Remove busted jhub internal link
ed068a7,Peter Parente,Tue Aug 9 16:32:10 2016 -0400,Rebase and update all READMEs
1480d6f,Peter Parente,Wed Aug 3 16:14:17 2016 -0400,Add generic start.sh to base-notebook
7882854,Peter Parente,Tue Aug 9 15:26:57 2016 -0400,Fix exit logic on retry
1a290a9,John Kirkham,Tue Aug 9 13:42:33 2016 -0400,base-notebook: Disable `conda` auto update.
ebc5b83,Peter Parente,Tue Aug 9 06:36:58 2016 -0400,Merge pull request #255 from abtrout/master
9a00a8c,david cochran,Mon Aug 8 22:00:12 2016 -0700,replace minimal-notebook with base-notebook in examples
37b50dc,david cochran,Mon Aug 8 21:38:52 2016 -0700,fix broken hyperlinks in READMEs
05ccd6d,jakirkham,Mon Aug 8 19:25:06 2016 -0400,Merge pull request #253 from parente/miniconda-update
81466cc,Peter Parente,Wed Aug 3 15:27:47 2016 -0400,Update conda to 4.1.11 in base-notebook
9aaf297,Kyle Kelley,Mon Aug 1 19:19:20 2016 -0500,Merge pull request #250 from parente/no-travis-refresh
86b2339,Peter Parente,Sat Jul 30 12:37:22 2016 -0400,[skip ci] Update README
472266f,Peter Parente,Fri Jul 29 20:14:43 2016 -0400,Merge pull request #251 from rissem/patch-1
03e5778,Michael Risse,Fri Jul 29 16:31:33 2016 -0700,Update README.md
75be5a4,Peter Parente,Thu Jul 28 23:08:43 2016 -0400,Add retry/% target
8b9c4a0,Peter Parente,Thu Jul 28 22:06:02 2016 -0400,Don't pull latest on travis
1d37467,Justin Tyberg,Thu Jul 28 12:36:30 2016 -0400,Merge pull request #249 from midnightradio/master
ebbaaa1,Hongjoo Lee,Thu Jul 28 22:22:13 2016 +0900,remove mysql stuff
28a1b36,Hongjoo Lee,Thu Jul 28 17:37:49 2016 +0900,explicitly install SQLAlchemy for both python2 and python3. also add libmysqlclient and python wrappers for the most popular uses
882f1ad,Justin Tyberg,Wed Jul 27 10:42:48 2016 -0400,Merge pull request #247 from parente/remove-ubuntu-base
07a7c4d,Justin Tyberg,Wed Jul 27 09:20:10 2016 -0400,Merge pull request #246 from parente/add-inkscape
00a1ade,Hongjoo Lee,Wed Jul 27 15:21:21 2016 +0900,add sqlalchemy to conda install command
fc705ad,Peter Parente,Tue Jul 26 23:03:19 2016 -0400,[skip ci] Remove base image for jupyter/notebook
d7a259a,Peter Parente,Tue Jul 26 15:38:56 2016 -0400,Add inkscape to fix SVGs in PDFs
e8c4e99,jakirkham,Mon Jul 25 13:34:08 2016 -0400,Merge pull request #241 from parente/hashed-pass
47703bb,Peter Parente,Mon Jul 25 12:57:06 2016 -0400,[skip ci] Fix a doc copy-pasta mess
1e22164,Peter Parente,Wed Jul 20 13:11:22 2016 -0400,Add known issue about jpeg8 pinning to README
3f3fa27,Peter Parente,Sun Jul 17 22:30:24 2016 -0400,Document how to set a hashed password
97a5071,Peter Parente,Thu Jul 14 21:15:50 2016 -0400,Merge pull request #238 from poplav/bump_r_version
8473d35,Peter Parente,Thu Jul 14 21:15:42 2016 -0400,Merge pull request #239 from parente/pin-jpeg8
32bb709,Peter Parente,Thu Jul 14 16:47:11 2016 -0400,Temporary workaround for #210
d7cdfd8,Michael Poplavski,Wed Jul 13 15:07:57 2016 -0500,Update R version to 3.3* in r-notebook and datascience-notebook
a3232d1,Peter Parente,Wed Jul 13 14:19:50 2016 -0400,Fix R version in README
3aa2f70,Peter Parente,Wed Jul 13 14:17:04 2016 -0400,Merge pull request #237 from poplav/bump_r_version
37bc11a,Michael Poplavski,Wed Jul 13 11:36:54 2016 -0500,Update R version to 3.3*
2485724,Min RK,Tue Jul 12 16:59:09 2016 -0500,Merge pull request #236 from parente/mpl-inline
8ecfc07,Peter Parente,Tue Jul 12 08:06:05 2016 -0400,Remove qt and pyqt entirely
42103ba,Peter Parente,Mon Jul 11 15:42:43 2016 -0400,Switch to import hook from @minrk
acca69d,Peter Parente,Sat Jul 9 16:29:26 2016 -0400,Default matplotlib to inline backend
9f67ac2,Peter Parente,Thu Jul 7 11:10:15 2016 -0400,Merge pull request #233 from poplav/bump_pandas_version
496a6e1,Michael Poplavski,Wed Jul 6 16:27:07 2016 -0500,update pandas version to 0.18*
e736784,Peter Parente,Wed Jun 29 10:50:53 2016 -0400,Merge pull request #226 from minrk/scipy-pyspark
f30a9a3,Min RK,Wed Jun 29 10:12:45 2016 +0200,update diagram
e89f0b2,Min RK,Tue Jun 28 13:04:13 2016 +0200,inherit pyspark from scipy-notebook
dd0b2ed,Peter Parente,Tue Jun 28 12:01:01 2016 -0400,Merge pull request #227 from minrk/only-mv-julia
7bd90a4,Peter Parente,Tue Jun 28 10:52:39 2016 -0400,Merge pull request #225 from eigengrau/envvar
6a8add8,Peter Parente,Tue Jun 28 10:52:03 2016 -0400,Merge pull request #224 from okoethibm/master
d000a6b,Min RK,Tue Jun 28 16:37:34 2016 +0200,Only move julia kernelspec
aac28dd,Peter Parente,Tue Jun 28 09:12:18 2016 -0400,Use bash in makefile
9f5bbec,Peter Parente,Tue Jun 28 08:59:10 2016 -0400,Merge pull request #223 from leosartaj/sympy
fdb247e,Sebastian Reuße,Tue Jun 28 11:15:24 2016 +0200,Make use of available environment variables
9709858,Oliver Köth,Tue Jun 28 11:16:39 2016 +0200,Update start-notebook.sh
95bd3ca,Sartaj Singh,Tue Jun 28 12:23:06 2016 +0530,update sympy to 1.0
1d398b5,Min RK,Fri Jun 10 15:57:37 2016 +0200,Merge pull request #219 from jakirkham/use_conda-forge_jq
ac53e57,John Kirkham,Thu Jun 9 19:26:45 2016 -0400,pyspark-notebook: Use `jq` from `conda-forge`.
a249876,Min RK,Tue May 31 12:55:44 2016 +0200,Merge pull request #217 from parente/various-tuneups
b07f1d5,Min RK,Mon May 30 13:57:43 2016 +0200,Merge pull request #216 from parente/add-test
e384a45,Peter Parente,Sun May 29 23:09:25 2016 -0400,Add pip2pip3 symlinks for images with python2
f737456,Peter Parente,Sun May 29 22:55:12 2016 -0400,Set HOME env var
1260097,Peter Parente,Sun May 29 22:54:43 2016 -0400,Disable pip cache during docker build
b7353bf,Peter Parente,Sun May 29 22:53:50 2016 -0400,Fix permissions when host mounting SSL cert/key
c0a2415,Peter Parente,Sun May 29 16:10:12 2016 -0400,Add liveliness check
45f83f4,Kyle Kelley,Fri May 27 11:35:47 2016 -0700,Merge pull request #213 from parente/remove-minimal-kernel
8015c88,Peter Parente,Fri May 27 13:28:42 2016 -0400,Fix missing execute bit
48cf895,Peter Parente,Thu May 26 21:19:33 2016 -0400,Remove minimal-kernel stack
f302823,Peter Parente,Fri May 27 07:17:23 2016 -0400,Merge pull request #209 from parente/tiny-notebook
a2fccc1,Peter Parente,Wed May 18 22:24:15 2016 -0400,Update inheritance diagram
839e830,Peter Parente,Wed May 18 22:11:34 2016 -0400,Rename to base-notebook
b9ff1d2,Peter Parente,Fri May 13 22:53:37 2016 -0400,New tiny notebook base image
dc6ae8b,Kyle Kelley,Sat May 14 13:57:36 2016 -0500,Merge pull request #208 from parente/bump-debian-cves
9ef58fb,Peter Parente,Fri May 13 22:39:04 2016 -0400,Update debian base image for CVEs
681ea44,jakirkham,Thu May 12 02:51:17 2016 -0400,Merge pull request #207 from willingc/willingc-patch-2
b04af6a,Carol Willing,Wed May 11 22:13:34 2016 -0700,Update links to RTD
c9c15d2,Carol Willing,Wed May 11 21:59:08 2016 -0700,Update link in README
401575e,Peter Parente,Wed May 11 00:34:51 2016 -0400,Merge pull request #204 from lbustelo/UpgradeToree0.1.0.dev5
83ec4d2,Carol Willing,Tue May 10 07:16:09 2016 -0700,Merge pull request #201 from parente/pem-format
b412388,Gino Bustelo,Fri May 6 14:51:17 2016 -0500,Bump Toree to 0.1.0.dev7 (c) Copyright IBM Corp. 2016
eb754a1,Peter Parente,Fri May 6 08:10:16 2016 -0400,Bump Spark to 1.6.1
0e90231,Peter Parente,Fri May 6 07:56:46 2016 -0400,[no ci] Document notebook.pem format
2bcf753,jakirkham,Thu May 5 12:39:34 2016 -0400,Merge pull request #192 from parente/notebook-4.2
cdea2c8,Carol Willing,Fri Apr 29 08:46:29 2016 -0700,Merge pull request #195 from minrk/conda-forge
d9c5c15,Min RK,Fri Apr 29 16:14:53 2016 +0200,subscribe to conda-forge conda channel
e14e387,Peter Parente,Fri Apr 29 07:40:48 2016 -0400,Require ipywidgets 5.1
af8d422,Carol Willing,Tue Apr 26 07:07:11 2016 -0700,Merge pull request #191 from parente/fix-pem-path
39104f2,Peter Parente,Tue Apr 26 08:55:18 2016 -0400,Upgrade to notebook 4.2ipywidgets 5.0
dac8f1c,Peter Parente,Tue Apr 26 08:34:32 2016 -0400,[skip ci] Remove old pem path
0b3c834,Peter Parente,Fri Apr 22 11:59:47 2016 -0400,Merge pull request #189 from wernight/patch-1
30325e9,Werner Beroux,Fri Apr 22 14:59:37 2016 +0200,Update README.md
2d878db,Peter Parente,Wed Apr 13 21:24:14 2016 -0400,Merge pull request #185 from jtyberg/single-user
34da9f0,Justin Tyberg,Tue Apr 12 15:35:53 2016 -0400,Update inherit diagram.
d61448d,Justin Tyberg,Tue Apr 12 11:53:24 2016 -0400,Remove singleuser builds.
cf78782,Justin Tyberg,Mon Apr 11 18:01:28 2016 -0400,Add single-user scripts to minimal-notebook stack to make notebook stacks easily usable with JupyterHub.
5d209e9,jakirkham,Mon Apr 11 22:04:45 2016 -0400,Merge pull request #182 from parente/toree-doc
55cc3dd,Peter Parente,Mon Apr 11 21:35:44 2016 -0400,Merge pull request #184 from jcfr/fix-readme-change-nb-user-to-nb-uid
334cf7a,Jean-Christophe Fillion-Robin,Mon Apr 11 15:01:54 2016 -0400,README: Change NB_USER to NB_UID
8341ed5,Peter Parente,Mon Apr 11 14:07:59 2016 -0400,Update README for current Apache Toree
0cb52a0,jakirkham,Sun Apr 10 17:09:38 2016 -0400,Merge pull request #179 from parente/add-numexpr
42765a9,Peter Parente,Sun Apr 10 14:41:58 2016 -0400,Add numexpr to wherever pandas is
44b7c2f,jakirkham,Fri Mar 25 14:25:16 2016 -0400,Merge pull request #172 from willingc/move-pic
e4f536e,Carol Willing,Fri Mar 25 10:09:04 2016 -0700,Move the overview image up on page
07fc04f,jakirkham,Fri Mar 25 12:44:45 2016 -0400,Merge pull request #171 from parente/inherit-diagram
fac6b60,Peter Parente,Fri Mar 25 11:28:27 2016 -0400,Add diagram of image relationship
9f4ed03,jakirkham,Mon Mar 21 19:54:57 2016 -0400,Merge pull request #166 from mkolovic/add-hdf5-julia
258e25c,Kyle Kelley,Mon Mar 21 12:45:59 2016 -0500,Merge pull request #162 from minrk/singleuser
5c2618f,Mladen Kolovic,Fri Mar 18 22:42:45 2016 -0400,Add HDF5 support for Julia
630bb6f,Kyle Kelley,Mon Mar 21 09:34:18 2016 -0500,Merge pull request #160 from parente/badges
7f2be9c,Min RK,Mon Mar 21 13:45:02 2016 +0100,Notes about JupyterHub singleuser images in READMEs
2e22911,Min RK,Mon Mar 21 13:39:04 2016 +0100,get dockerspawner/singleuser image from latest dockerspawner release
4b3f7ce,Min RK,Mon Mar 21 12:52:14 2016 +0100,put build/%-singleuser rule before build/%
8dfd60b,jakirkham,Fri Mar 18 11:31:33 2016 -0400,Merge pull request #163 from parente/unify-pyspark-all-spark
f5da621,Peter Parente,Fri Mar 18 08:15:13 2016 -0400,Base all-spark-notebook on pyspark-notebook
6069c4e,Peter Parente,Fri Mar 18 08:03:39 2016 -0400,[ci skip] Add badges to stack READMEs
db33c10,Min RK,Fri Mar 18 13:00:20 2016 +0100,build JupyterHub singleuser images for each stack
d9c8430,Peter Parente,Fri Mar 18 07:50:26 2016 -0400,Merge pull request #158 from mcapuccini/all-spark-notebook/upgrade-mesos
e4ea4bc,Peter Parente,Fri Mar 18 07:49:49 2016 -0400,Merge pull request #159 from minrk/kernel-install
0aa5c8d,Min RK,Fri Mar 18 11:27:23 2016 +0100,use current command for Python 2 kernel install
8fd57ea,Marco Capuccini,Thu Mar 17 11:24:02 2016 +0100,upgrade mesosswitch to Jessie repository
2b575ad,jakirkham,Mon Mar 14 14:28:42 2016 -0400,Merge pull request #156 from mkolovic/add-curlrc
be4ca70,Mladen Kolovic,Mon Mar 14 13:31:19 2016 -0400,Add cacert to .curlrc in home directory
918deae,jakirkham,Sun Mar 13 23:55:11 2016 -0400,Merge pull request #155 from parente/rebase-datascience-notebook
9e026f0,jakirkham,Sun Mar 13 23:24:15 2016 -0400,Merge pull request #141 from jakirkham/readme_travis_badge
